Footfall,Store ID,Store,Week,Month,Year
1494,S047,Gillingham,43,10,2022
1512,S047,Gillingham,43,10,2022
1696,S047,Gillingham,43,10,2022
1807,S047,Gillingham,43,10,2022
1839,S047,Gillingham,43,10,2022
2298,S047,Gillingham,43,10,2022
2207,S047,Gillingham,43,10,2022
1025,S049,Inverness,43,10,2022
1032,S049,Inverness,43,10,2022
971,S049,Inverness,43,10,2022
1072,S049,Inverness,43,10,2022
1213,S049,Inverness,43,10,2022
1383,S049,Inverness,43,10,2022
1276,S049,Inverness,43,10,2022
2294,S050,King's Lynn,43,10,2022
2229,S050,King's Lynn,43,10,2022
1819,S050,King's Lynn,43,10,2022
2369,S050,King's Lynn,43,10,2022
2331,S050,King's Lynn,43,10,2022
2876,S050,King's Lynn,43,10,2022
2268,S050,King's Lynn,43,10,2022
3718,S054,Morpeth,43,10,2022
3765,S054,Morpeth,43,10,2022
4248,S054,Morpeth,43,10,2022
4402,S054,Morpeth,43,10,2022
4871,S054,Morpeth,43,10,2022
5591,S054,Morpeth,43,10,2022
4378,S054,Morpeth,43,10,2022
1037,S055,Woodbridge,43,10,2022
1057,S055,Woodbridge,43,10,2022
980,S055,Woodbridge,43,10,2022
1169,S055,Woodbridge,43,10,2022
1141,S055,Woodbridge,43,10,2022
1394,S055,Woodbridge,43,10,2022
1369,S055,Woodbridge,43,10,2022
1448,S056,Gloucester,43,10,2022
1323,S056,Gloucester,43,10,2022
1423,S056,Gloucester,43,10,2022
1559,S056,Gloucester,43,10,2022
1509,S056,Gloucester,43,10,2022
1971,S056,Gloucester,43,10,2022
2068,S056,Gloucester,43,10,2022
1190,S057,Huntingdon,43,10,2022
1081,S057,Huntingdon,43,10,2022
1098,S057,Huntingdon,43,10,2022
1096,S057,Huntingdon,43,10,2022
1126,S057,Huntingdon,43,10,2022
1854,S057,Huntingdon,43,10,2022
1769,S057,Huntingdon,43,10,2022
1610,S058,Stapleton,43,10,2022
1706,S058,Stapleton,43,10,2022
1619,S058,Stapleton,43,10,2022
1716,S058,Stapleton,43,10,2022
1785,S058,Stapleton,43,10,2022
2789,S058,Stapleton,43,10,2022
2418,S058,Stapleton,43,10,2022
1213,S061,Aylesbury,43,10,2022
1704,S061,Aylesbury,43,10,2022
1858,S061,Aylesbury,43,10,2022
1947,S061,Aylesbury,43,10,2022
2063,S061,Aylesbury,43,10,2022
2843,S061,Aylesbury,43,10,2022
2638,S061,Aylesbury,43,10,2022
706,S062,Gosforth,43,10,2022
733,S062,Gosforth,43,10,2022
790,S062,Gosforth,43,10,2022
899,S062,Gosforth,43,10,2022
973,S062,Gosforth,43,10,2022
1280,S062,Gosforth,43,10,2022
1183,S062,Gosforth,43,10,2022
1159,S063,Northampton,43,10,2022
1301,S063,Northampton,43,10,2022
1313,S063,Northampton,43,10,2022
1531,S063,Northampton,43,10,2022
1537,S063,Northampton,43,10,2022
1869,S063,Northampton,43,10,2022
1759,S063,Northampton,43,10,2022
1097,S064,Shenstone,43,10,2022
1138,S064,Shenstone,43,10,2022
1140,S064,Shenstone,43,10,2022
1178,S064,Shenstone,43,10,2022
1139,S064,Shenstone,43,10,2022
1739,S064,Shenstone,43,10,2022
1492,S064,Shenstone,43,10,2022
1002,S065,Swansea,43,10,2022
966,S065,Swansea,43,10,2022
1019,S065,Swansea,43,10,2022
919,S065,Swansea,43,10,2022
985,S065,Swansea,43,10,2022
1442,S065,Swansea,43,10,2022
1178,S065,Swansea,43,10,2022
735,S066,York,43,10,2022
771,S066,York,43,10,2022
645,S066,York,43,10,2022
724,S066,York,43,10,2022
950,S066,York,43,10,2022
1088,S066,York,43,10,2022
937,S066,York,43,10,2022
724,S067,Andover,43,10,2022
770,S067,Andover,43,10,2022
837,S067,Andover,43,10,2022
856,S067,Andover,43,10,2022
852,S067,Andover,43,10,2022
982,S067,Andover,43,10,2022
830,S067,Andover,43,10,2022
1034,S068,Rugby,43,10,2022
1080,S068,Rugby,43,10,2022
1085,S068,Rugby,43,10,2022
1190,S068,Rugby,43,10,2022
1208,S068,Rugby,43,10,2022
1524,S068,Rugby,43,10,2022
1308,S068,Rugby,43,10,2022
1057,S069,Brighton,43,10,2022
1272,S069,Brighton,43,10,2022
1357,S069,Brighton,43,10,2022
1386,S069,Brighton,43,10,2022
1418,S069,Brighton,43,10,2022
1436,S069,Brighton,43,10,2022
1565,S069,Brighton,43,10,2022
790,S070,Havant,43,10,2022
737,S070,Havant,43,10,2022
804,S070,Havant,43,10,2022
779,S070,Havant,43,10,2022
808,S070,Havant,43,10,2022
893,S070,Havant,43,10,2022
957,S070,Havant,43,10,2022
457,S071,Pennine,43,10,2022
568,S071,Pennine,43,10,2022
551,S071,Pennine,43,10,2022
599,S071,Pennine,43,10,2022
602,S071,Pennine,43,10,2022
668,S071,Pennine,43,10,2022
649,S071,Pennine,43,10,2022
624,S072,Thornbury,43,10,2022
603,S072,Thornbury,43,10,2022
602,S072,Thornbury,43,10,2022
600,S072,Thornbury,43,10,2022
713,S072,Thornbury,43,10,2022
885,S072,Thornbury,43,10,2022
855,S072,Thornbury,43,10,2022
805,S073,Derby,43,10,2022
763,S073,Derby,43,10,2022
925,S073,Derby,43,10,2022
885,S073,Derby,43,10,2022
1036,S073,Derby,43,10,2022
1090,S073,Derby,43,10,2022
1004,S073,Derby,43,10,2022
658,S074,Hare Hatch,43,10,2022
710,S074,Hare Hatch,43,10,2022
779,S074,Hare Hatch,43,10,2022
785,S074,Hare Hatch,43,10,2022
871,S074,Hare Hatch,43,10,2022
1149,S074,Hare Hatch,43,10,2022
1036,S074,Hare Hatch,43,10,2022
872,S075,Harlestone Heath,43,10,2022
920,S075,Harlestone Heath,43,10,2022
945,S075,Harlestone Heath,43,10,2022
905,S075,Harlestone Heath,43,10,2022
981,S075,Harlestone Heath,43,10,2022
1329,S075,Harlestone Heath,43,10,2022
1152,S075,Harlestone Heath,43,10,2022
819,S076,Marple,43,10,2022
1071,S076,Marple,43,10,2022
1152,S076,Marple,43,10,2022
1098,S076,Marple,43,10,2022
980,S076,Marple,43,10,2022
1165,S076,Marple,43,10,2022
1370,S076,Marple,43,10,2022
837,S077,Stratford upon Avon,43,10,2022
764,S077,Stratford upon Avon,43,10,2022
899,S077,Stratford upon Avon,43,10,2022
901,S077,Stratford upon Avon,43,10,2022
1081,S077,Stratford upon Avon,43,10,2022
1291,S077,Stratford upon Avon,43,10,2022
1188,S077,Stratford upon Avon,43,10,2022
943.7869822,S080,Swindon,43,10,2022
1005.730659,S080,Swindon,43,10,2022
943.2835821,S080,Swindon,43,10,2022
973.2142857,S080,Swindon,43,10,2022
906.7055394,S080,Swindon,43,10,2022
1476.047904,S080,Swindon,43,10,2022
1161.490683,S080,Swindon,43,10,2022
535,S081,Bury St Edmunds,43,10,2022
658,S081,Bury St Edmunds,43,10,2022
565,S081,Bury St Edmunds,43,10,2022
626,S081,Bury St Edmunds,43,10,2022
639,S081,Bury St Edmunds,43,10,2022
948,S081,Bury St Edmunds,43,10,2022
758,S081,Bury St Edmunds,43,10,2022
759,S082,Cadnam,43,10,2022
742,S082,Cadnam,43,10,2022
792,S082,Cadnam,43,10,2022
798,S082,Cadnam,43,10,2022
849,S082,Cadnam,43,10,2022
996,S082,Cadnam,43,10,2022
964,S082,Cadnam,43,10,2022
682,S083,Galton,43,10,2022
792,S083,Galton,43,10,2022
755,S083,Galton,43,10,2022
794,S083,Galton,43,10,2022
900,S083,Galton,43,10,2022
963,S083,Galton,43,10,2022
906,S083,Galton,43,10,2022
1327,S084,Moreton Park,43,10,2022
1107,S084,Moreton Park,43,10,2022
1187,S084,Moreton Park,43,10,2022
1297,S084,Moreton Park,43,10,2022
1305,S084,Moreton Park,43,10,2022
1535,S084,Moreton Park,43,10,2022
1352,S084,Moreton Park,43,10,2022
865,S085,Leicester,43,10,2022
749,S085,Leicester,43,10,2022
874,S085,Leicester,43,10,2022
1017,S085,Leicester,43,10,2022
950,S085,Leicester,43,10,2022
1272,S085,Leicester,43,10,2022
1126,S085,Leicester,43,10,2022
763,S086,Royston,43,10,2022
934,S086,Royston,43,10,2022
815,S086,Royston,43,10,2022
1017,S086,Royston,43,10,2022
868,S086,Royston,43,10,2022
1331,S086,Royston,43,10,2022
1020,S086,Royston,43,10,2022
346,S087,Beaconsfield,43,10,2022
427,S087,Beaconsfield,43,10,2022
373,S087,Beaconsfield,43,10,2022
406,S087,Beaconsfield,43,10,2022
351,S087,Beaconsfield,43,10,2022
579,S087,Beaconsfield,43,10,2022
440,S087,Beaconsfield,43,10,2022
662,S088,Hungerford,43,10,2022
670,S088,Hungerford,43,10,2022
646,S088,Hungerford,43,10,2022
700,S088,Hungerford,43,10,2022
810,S088,Hungerford,43,10,2022
1064,S088,Hungerford,43,10,2022
974,S088,Hungerford,43,10,2022
438,S089,Keston,43,10,2022
441,S089,Keston,43,10,2022
443,S089,Keston,43,10,2022
447,S089,Keston,43,10,2022
551,S089,Keston,43,10,2022
639,S089,Keston,43,10,2022
600,S089,Keston,43,10,2022
378,S091,Lelant,43,10,2022
502,S091,Lelant,43,10,2022
418,S091,Lelant,43,10,2022
453,S091,Lelant,43,10,2022
511,S091,Lelant,43,10,2022
589,S091,Lelant,43,10,2022
371,S091,Lelant,43,10,2022
1236,S092,Stockton,43,10,2022
1299,S092,Stockton,43,10,2022
1186,S092,Stockton,43,10,2022
1352,S092,Stockton,43,10,2022
1214,S092,Stockton,43,10,2022
1385,S092,Stockton,43,10,2022
1166,S092,Stockton,43,10,2022
1056,S093,Telford,43,10,2022
902,S093,Telford,43,10,2022
872,S093,Telford,43,10,2022
976,S093,Telford,43,10,2022
1074,S093,Telford,43,10,2022
1407,S093,Telford,43,10,2022
1111,S093,Telford,43,10,2022
705,S094,Altrincham,43,10,2022
566,S094,Altrincham,43,10,2022
657,S094,Altrincham,43,10,2022
585,S094,Altrincham,43,10,2022
606,S094,Altrincham,43,10,2022
692,S094,Altrincham,43,10,2022
694,S094,Altrincham,43,10,2022
1157,S053,Boston,43,10,2022
1132,S053,Boston,43,10,2022
1082,S053,Boston,43,10,2022
1367,S053,Boston,43,10,2022
1443,S053,Boston,43,10,2022
1593,S053,Boston,43,10,2022
1230,S053,Boston,43,10,2022
2101,S059,Woodcote Green,43,10,2022
1933,S059,Woodcote Green,43,10,2022
2044,S059,Woodcote Green,43,10,2022
2090,S059,Woodcote Green,43,10,2022
2312,S059,Woodcote Green,43,10,2022
2780,S059,Woodcote Green,43,10,2022
2393,S059,Woodcote Green,43,10,2022
328,S096,Stockbridge,43,10,2022
303,S096,Stockbridge,43,10,2022
270,S096,Stockbridge,43,10,2022
330,S096,Stockbridge,43,10,2022
318,S096,Stockbridge,43,10,2022
554,S096,Stockbridge,43,10,2022
726,S096,Stockbridge,43,10,2022
220,S097,Clifton,43,10,2022
241,S097,Clifton,43,10,2022
230,S097,Clifton,43,10,2022
234,S097,Clifton,43,10,2022
290,S097,Clifton,43,10,2022
442,S097,Clifton,43,10,2022
371,S097,Clifton,43,10,2022
0,S098,Tewkesbury,43,10,2022
0,S098,Tewkesbury,43,10,2022
0,S098,Tewkesbury,43,10,2022
0,S098,Tewkesbury,43,10,2022
0,S098,Tewkesbury,43,10,2022
0,S098,Tewkesbury,43,10,2022
0,S098,Tewkesbury,43,10,2022
246,S099,Chiswick,43,10,2022
270,S099,Chiswick,43,10,2022
201,S099,Chiswick,43,10,2022
287,S099,Chiswick,43,10,2022
260,S099,Chiswick,43,10,2022
491,S099,Chiswick,43,10,2022
432,S099,Chiswick,43,10,2022
195,S102,Westbourne Grove,43,10,2022
194,S102,Westbourne Grove,43,10,2022
182,S102,Westbourne Grove,43,10,2022
169,S102,Westbourne Grove,43,10,2022
226,S102,Westbourne Grove,43,10,2022
490,S102,Westbourne Grove,43,10,2022
311,S102,Westbourne Grove,43,10,2022
370,S104,Richmond,43,10,2022
387,S104,Richmond,43,10,2022
483,S104,Richmond,43,10,2022
475,S104,Richmond,43,10,2022
514,S104,Richmond,43,10,2022
887,S104,Richmond,43,10,2022
776,S104,Richmond,43,10,2022
0,S105,Cheltenham,43,10,2022
0,S105,Cheltenham,43,10,2022
0,S105,Cheltenham,43,10,2022
0,S105,Cheltenham,43,10,2022
0,S105,Cheltenham,43,10,2022
0,S105,Cheltenham,43,10,2022
0,S105,Cheltenham,43,10,2022
1034,S010,Perth,44,10,2023
993,S010,Perth,44,10,2023
899,S010,Perth,44,10,2023
896,S010,Perth,44,10,2023
1092,S010,Perth,44,10,2023
1391,S010,Perth,44,10,2023
1467,S010,Perth,44,10,2023
1934,S011,Edinburgh,44,10,2023
1936,S011,Edinburgh,44,10,2023
1938,S011,Edinburgh,44,10,2023
1676,S011,Edinburgh,44,10,2023
2107,S011,Edinburgh,44,10,2023
2782,S011,Edinburgh,44,10,2023
2784,S011,Edinburgh,44,10,2023
994,S012,Dundee,44,10,2023
1106,S012,Dundee,44,10,2023
786,S012,Dundee,44,10,2023
829,S012,Dundee,44,10,2023
1032,S012,Dundee,44,10,2023
1464,S012,Dundee,44,10,2023
1620,S012,Dundee,44,10,2023
952,S013,Birtley,44,10,2023
1002,S013,Birtley,44,10,2023
730,S013,Birtley,44,10,2023
747,S013,Birtley,44,10,2023
820,S013,Birtley,44,10,2023
1029,S013,Birtley,44,10,2023
788,S013,Birtley,44,10,2023
1200,S014,Ponteland,44,10,2023
1307,S014,Ponteland,44,10,2023
1224,S014,Ponteland,44,10,2023
1038,S014,Ponteland,44,10,2023
1406,S014,Ponteland,44,10,2023
1586,S014,Ponteland,44,10,2023
1612,S014,Ponteland,44,10,2023
1129,S019,Shrewsbury,44,10,2023
974,S019,Shrewsbury,44,10,2023
902,S019,Shrewsbury,44,10,2023
1028,S019,Shrewsbury,44,10,2023
1226,S019,Shrewsbury,44,10,2023
1372,S019,Shrewsbury,44,10,2023
1064,S019,Shrewsbury,44,10,2023
809,S020,Gailey,44,10,2023
822,S020,Gailey,44,10,2023
748,S020,Gailey,44,10,2023
691,S020,Gailey,44,10,2023
853,S020,Gailey,44,10,2023
1123,S020,Gailey,44,10,2023
939,S020,Gailey,44,10,2023
848,S022,Milngavie,44,10,2023
890,S022,Milngavie,44,10,2023
697,S022,Milngavie,44,10,2023
839,S022,Milngavie,44,10,2023
927,S022,Milngavie,44,10,2023
1324,S022,Milngavie,44,10,2023
1268,S022,Milngavie,44,10,2023
1045,S026,Preston,44,10,2023
1116,S026,Preston,44,10,2023
877,S026,Preston,44,10,2023
930,S026,Preston,44,10,2023
913,S026,Preston,44,10,2023
1393,S026,Preston,44,10,2023
1339,S026,Preston,44,10,2023
1784,S027,Atherstone,44,10,2023
1705,S027,Atherstone,44,10,2023
1719,S027,Atherstone,44,10,2023
1609,S027,Atherstone,44,10,2023
1918,S027,Atherstone,44,10,2023
2558,S027,Atherstone,44,10,2023
2166,S027,Atherstone,44,10,2023
1279,S028,Ayr,44,10,2023
1395,S028,Ayr,44,10,2023
1152,S028,Ayr,44,10,2023
1190,S028,Ayr,44,10,2023
1341,S028,Ayr,44,10,2023
1805,S028,Ayr,44,10,2023
1893,S028,Ayr,44,10,2023
1144,S029,Stirling,44,10,2023
1154,S029,Stirling,44,10,2023
889,S029,Stirling,44,10,2023
1062,S029,Stirling,44,10,2023
1227,S029,Stirling,44,10,2023
1838,S029,Stirling,44,10,2023
1910,S029,Stirling,44,10,2023
1507,S030,Cirencester,44,10,2023
1481,S030,Cirencester,44,10,2023
1393,S030,Cirencester,44,10,2023
1154,S030,Cirencester,44,10,2023
1625,S030,Cirencester,44,10,2023
2062,S030,Cirencester,44,10,2023
1653,S030,Cirencester,44,10,2023
2091,S031,Chesterfield,44,10,2023
1997,S031,Chesterfield,44,10,2023
1955,S031,Chesterfield,44,10,2023
1994,S031,Chesterfield,44,10,2023
2142,S031,Chesterfield,44,10,2023
2956,S031,Chesterfield,44,10,2023
2526,S031,Chesterfield,44,10,2023
1267,S032,Milton Keynes,44,10,2023
1201,S032,Milton Keynes,44,10,2023
1073,S032,Milton Keynes,44,10,2023
907,S032,Milton Keynes,44,10,2023
1117,S032,Milton Keynes,44,10,2023
1866,S032,Milton Keynes,44,10,2023
1591,S032,Milton Keynes,44,10,2023
543,S033,Reading,44,10,2023
530,S033,Reading,44,10,2023
524,S033,Reading,44,10,2023
443,S033,Reading,44,10,2023
595,S033,Reading,44,10,2023
931,S033,Reading,44,10,2023
899,S033,Reading,44,10,2023
1587,S034,Dunfermline,44,10,2023
1513,S034,Dunfermline,44,10,2023
1192,S034,Dunfermline,44,10,2023
1326,S034,Dunfermline,44,10,2023
1461,S034,Dunfermline,44,10,2023
2304,S034,Dunfermline,44,10,2023
2175,S034,Dunfermline,44,10,2023
1233,S035,Lisburn,44,10,2023
1157,S035,Lisburn,44,10,2023
1013,S035,Lisburn,44,10,2023
1051,S035,Lisburn,44,10,2023
1208,S035,Lisburn,44,10,2023
1505,S035,Lisburn,44,10,2023
1019,S035,Lisburn,44,10,2023
1516,S036,Southport,44,10,2023
1378,S036,Southport,44,10,2023
1179,S036,Southport,44,10,2023
1041,S036,Southport,44,10,2023
1235,S036,Southport,44,10,2023
1764,S036,Southport,44,10,2023
1634,S036,Southport,44,10,2023
457,S038,Sandyholm,44,10,2023
482,S038,Sandyholm,44,10,2023
352,S038,Sandyholm,44,10,2023
450,S038,Sandyholm,44,10,2023
432,S038,Sandyholm,44,10,2023
933,S038,Sandyholm,44,10,2023
946,S038,Sandyholm,44,10,2023
847,S039,Shepton,44,10,2023
912,S039,Shepton,44,10,2023
693,S039,Shepton,44,10,2023
516,S039,Shepton,44,10,2023
936,S039,Shepton,44,10,2023
1257,S039,Shepton,44,10,2023
939,S039,Shepton,44,10,2023
1392,S040,Aberdeen,44,10,2023
1393,S040,Aberdeen,44,10,2023
1212,S040,Aberdeen,44,10,2023
1203,S040,Aberdeen,44,10,2023
1347,S040,Aberdeen,44,10,2023
1915,S040,Aberdeen,44,10,2023
2096,S040,Aberdeen,44,10,2023
1160,S041,Braehead,44,10,2023
1250,S041,Braehead,44,10,2023
1092,S041,Braehead,44,10,2023
1148,S041,Braehead,44,10,2023
1258,S041,Braehead,44,10,2023
1968,S041,Braehead,44,10,2023
1825,S041,Braehead,44,10,2023
1125,S042,Livingston,44,10,2023
1101,S042,Livingston,44,10,2023
973,S042,Livingston,44,10,2023
891,S042,Livingston,44,10,2023
1165,S042,Livingston,44,10,2023
1737,S042,Livingston,44,10,2023
1807,S042,Livingston,44,10,2023
1094,S043,Carlisle,44,10,2023
1048,S043,Carlisle,44,10,2023
1023,S043,Carlisle,44,10,2023
982,S043,Carlisle,44,10,2023
1091,S043,Carlisle,44,10,2023
1560,S043,Carlisle,44,10,2023
1397,S043,Carlisle,44,10,2023
1007,S044,Ashford,44,10,2023
1120,S044,Ashford,44,10,2023
1006,S044,Ashford,44,10,2023
810,S044,Ashford,44,10,2023
1190,S044,Ashford,44,10,2023
1878,S044,Ashford,44,10,2023
1699,S044,Ashford,44,10,2023
1139,S045,Peterborough,44,10,2023
1141,S045,Peterborough,44,10,2023
1082,S045,Peterborough,44,10,2023
1035,S045,Peterborough,44,10,2023
1168,S045,Peterborough,44,10,2023
1781,S045,Peterborough,44,10,2023
1683,S045,Peterborough,44,10,2023
1022,S046,Liverpool,44,10,2023
996,S046,Liverpool,44,10,2023
901,S046,Liverpool,44,10,2023
950,S046,Liverpool,44,10,2023
1022,S046,Liverpool,44,10,2023
1363,S046,Liverpool,44,10,2023
1192,S046,Liverpool,44,10,2023
1525,S047,Gillingham,44,10,2023
1437,S047,Gillingham,44,10,2023
1376,S047,Gillingham,44,10,2023
1139,S047,Gillingham,44,10,2023
1506,S047,Gillingham,44,10,2023
2213,S047,Gillingham,44,10,2023
1709,S047,Gillingham,44,10,2023
1091,S049,Inverness,44,10,2023
1086,S049,Inverness,44,10,2023
926,S049,Inverness,44,10,2023
999,S049,Inverness,44,10,2023
1078,S049,Inverness,44,10,2023
1307,S049,Inverness,44,10,2023
1125,S049,Inverness,44,10,2023
1841,S050,King's Lynn,44,10,2023
1870,S050,King's Lynn,44,10,2023
1769,S050,King's Lynn,44,10,2023
1705,S050,King's Lynn,44,10,2023
2060,S050,King's Lynn,44,10,2023
3175,S050,King's Lynn,44,10,2023
2133,S050,King's Lynn,44,10,2023
3429,S054,Morpeth,44,10,2023
3463,S054,Morpeth,44,10,2023
3296,S054,Morpeth,44,10,2023
2811,S054,Morpeth,44,10,2023
3605,S054,Morpeth,44,10,2023
4474,S054,Morpeth,44,10,2023
4471,S054,Morpeth,44,10,2023
966,S055,Woodbridge,44,10,2023
935,S055,Woodbridge,44,10,2023
879,S055,Woodbridge,44,10,2023
474,S055,Woodbridge,44,10,2023
950,S055,Woodbridge,44,10,2023
1349,S055,Woodbridge,44,10,2023
1200,S055,Woodbridge,44,10,2023
1086,S056,Gloucester,44,10,2023
1140,S056,Gloucester,44,10,2023
1063,S056,Gloucester,44,10,2023
980,S056,Gloucester,44,10,2023
1205,S056,Gloucester,44,10,2023
1633,S056,Gloucester,44,10,2023
1237,S056,Gloucester,44,10,2023
946,S057,Huntingdon,44,10,2023
857,S057,Huntingdon,44,10,2023
791,S057,Huntingdon,44,10,2023
1220,S057,Huntingdon,44,10,2023
1017,S057,Huntingdon,44,10,2023
1798,S057,Huntingdon,44,10,2023
1577,S057,Huntingdon,44,10,2023
1639,S058,Stapleton,44,10,2023
1624,S058,Stapleton,44,10,2023
1576,S058,Stapleton,44,10,2023
1422,S058,Stapleton,44,10,2023
1774,S058,Stapleton,44,10,2023
2741,S058,Stapleton,44,10,2023
2482,S058,Stapleton,44,10,2023
1415,S061,Aylesbury,44,10,2023
1522,S061,Aylesbury,44,10,2023
1729,S061,Aylesbury,44,10,2023
1752,S061,Aylesbury,44,10,2023
1824,S061,Aylesbury,44,10,2023
3408,S061,Aylesbury,44,10,2023
2659,S061,Aylesbury,44,10,2023
867,S062,Gosforth,44,10,2023
799,S062,Gosforth,44,10,2023
723,S062,Gosforth,44,10,2023
591,S062,Gosforth,44,10,2023
799,S062,Gosforth,44,10,2023
1009,S062,Gosforth,44,10,2023
921,S062,Gosforth,44,10,2023
1198,S063,Northampton,44,10,2023
1251,S063,Northampton,44,10,2023
1012,S063,Northampton,44,10,2023
1015,S063,Northampton,44,10,2023
1178,S063,Northampton,44,10,2023
1938,S063,Northampton,44,10,2023
1635,S063,Northampton,44,10,2023
1047,S064,Shenstone,44,10,2023
1084,S064,Shenstone,44,10,2023
1000,S064,Shenstone,44,10,2023
981,S064,Shenstone,44,10,2023
1075,S064,Shenstone,44,10,2023
1428,S064,Shenstone,44,10,2023
1312,S064,Shenstone,44,10,2023
1011,S065,Swansea,44,10,2023
1020,S065,Swansea,44,10,2023
901,S065,Swansea,44,10,2023
855,S065,Swansea,44,10,2023
931,S065,Swansea,44,10,2023
1504,S065,Swansea,44,10,2023
958,S065,Swansea,44,10,2023
741,S066,York,44,10,2023
729,S066,York,44,10,2023
687,S066,York,44,10,2023
596,S066,York,44,10,2023
734,S066,York,44,10,2023
893,S066,York,44,10,2023
940,S066,York,44,10,2023
610,S067,Andover,44,10,2023
562,S067,Andover,44,10,2023
517,S067,Andover,44,10,2023
374,S067,Andover,44,10,2023
627,S067,Andover,44,10,2023
913,S067,Andover,44,10,2023
837,S067,Andover,44,10,2023
1041,S068,Rugby,44,10,2023
936,S068,Rugby,44,10,2023
952,S068,Rugby,44,10,2023
874,S068,Rugby,44,10,2023
969,S068,Rugby,44,10,2023
1265,S068,Rugby,44,10,2023
1172,S068,Rugby,44,10,2023
1082,S069,Brighton,44,10,2023
1126,S069,Brighton,44,10,2023
956,S069,Brighton,44,10,2023
697,S069,Brighton,44,10,2023
1121,S069,Brighton,44,10,2023
1202,S069,Brighton,44,10,2023
1402,S069,Brighton,44,10,2023
693,S070,Havant,44,10,2023
614,S070,Havant,44,10,2023
562,S070,Havant,44,10,2023
512,S070,Havant,44,10,2023
631,S070,Havant,44,10,2023
808,S070,Havant,44,10,2023
583,S070,Havant,44,10,2023
509,S071,Pennine,44,10,2023
516,S071,Pennine,44,10,2023
460,S071,Pennine,44,10,2023
369,S071,Pennine,44,10,2023
579,S071,Pennine,44,10,2023
561,S071,Pennine,44,10,2023
615,S071,Pennine,44,10,2023
468,S072,Thornbury,44,10,2023
340,S072,Thornbury,44,10,2023
337,S072,Thornbury,44,10,2023
297,S072,Thornbury,44,10,2023
400,S072,Thornbury,44,10,2023
556,S072,Thornbury,44,10,2023
482,S072,Thornbury,44,10,2023
894,S073,Derby,44,10,2023
932,S073,Derby,44,10,2023
824,S073,Derby,44,10,2023
730,S073,Derby,44,10,2023
852,S073,Derby,44,10,2023
960,S073,Derby,44,10,2023
929,S073,Derby,44,10,2023
693,S074,Hare Hatch,44,10,2023
643,S074,Hare Hatch,44,10,2023
518,S074,Hare Hatch,44,10,2023
467,S074,Hare Hatch,44,10,2023
704,S074,Hare Hatch,44,10,2023
1048,S074,Hare Hatch,44,10,2023
890,S074,Hare Hatch,44,10,2023
866,S075,Harlestone Heath,44,10,2023
817,S075,Harlestone Heath,44,10,2023
702,S075,Harlestone Heath,44,10,2023
576,S075,Harlestone Heath,44,10,2023
779,S075,Harlestone Heath,44,10,2023
1010,S075,Harlestone Heath,44,10,2023
1231,S075,Harlestone Heath,44,10,2023
732,S076,Marple,44,10,2023
867,S076,Marple,44,10,2023
585,S076,Marple,44,10,2023
523,S076,Marple,44,10,2023
657,S076,Marple,44,10,2023
924,S076,Marple,44,10,2023
933,S076,Marple,44,10,2023
838,S077,Stratford upon Avon,44,10,2023
745,S077,Stratford upon Avon,44,10,2023
749,S077,Stratford upon Avon,44,10,2023
778,S077,Stratford upon Avon,44,10,2023
882,S077,Stratford upon Avon,44,10,2023
1102,S077,Stratford upon Avon,44,10,2023
902,S077,Stratford upon Avon,44,10,2023
696,S080,Swindon,44,10,2023
684,S080,Swindon,44,10,2023
546,S080,Swindon,44,10,2023
468,S080,Swindon,44,10,2023
588,S080,Swindon,44,10,2023
838,S080,Swindon,44,10,2023
699,S080,Swindon,44,10,2023
564,S081,Bury St Edmunds,44,10,2023
455,S081,Bury St Edmunds,44,10,2023
546,S081,Bury St Edmunds,44,10,2023
371,S081,Bury St Edmunds,44,10,2023
566,S081,Bury St Edmunds,44,10,2023
756,S081,Bury St Edmunds,44,10,2023
713,S081,Bury St Edmunds,44,10,2023
604,S082,Cadnam,44,10,2023
630,S082,Cadnam,44,10,2023
651,S082,Cadnam,44,10,2023
433,S082,Cadnam,44,10,2023
657,S082,Cadnam,44,10,2023
714,S082,Cadnam,44,10,2023
753,S082,Cadnam,44,10,2023
606,S083,Galton,44,10,2023
553,S083,Galton,44,10,2023
489,S083,Galton,44,10,2023
241,S083,Galton,44,10,2023
517,S083,Galton,44,10,2023
808,S083,Galton,44,10,2023
810,S083,Galton,44,10,2023
1425,S084,Moreton Park,44,10,2023
1285,S084,Moreton Park,44,10,2023
1199,S084,Moreton Park,44,10,2023
1196,S084,Moreton Park,44,10,2023
1308,S084,Moreton Park,44,10,2023
1317,S084,Moreton Park,44,10,2023
1344,S084,Moreton Park,44,10,2023
1028.114822,S085,Leicester,44,10,2023
1026.365618,S085,Leicester,44,10,2023
968.7695064,S085,Leicester,44,10,2023
930.7174064,S085,Leicester,44,10,2023
1045.377644,S085,Leicester,44,10,2023
1309.713576,S085,Leicester,44,10,2023
1269.409325,S085,Leicester,44,10,2023
698,S086,Royston,44,10,2023
792,S086,Royston,44,10,2023
699,S086,Royston,44,10,2023
734,S086,Royston,44,10,2023
882,S086,Royston,44,10,2023
1545,S086,Royston,44,10,2023
1117,S086,Royston,44,10,2023
326,S087,Beaconsfield,44,10,2023
266,S087,Beaconsfield,44,10,2023
214,S087,Beaconsfield,44,10,2023
