Footfall,Store ID,Store,Week,Month,Year
1153,S010,Perth,39,9,2023
940,S010,Perth,39,9,2023
1038,S010,Perth,39,9,2023
1023,S010,Perth,39,9,2023
1276,S010,Perth,39,9,2023
1442,S010,Perth,39,9,2023
1296,S010,Perth,39,9,2023
1853,S011,Edinburgh,39,9,2023
1864,S011,Edinburgh,39,9,2023
1770,S011,Edinburgh,39,9,2023
1936,S011,Edinburgh,39,9,2023
1915,S011,Edinburgh,39,9,2023
2733,S011,Edinburgh,39,9,2023
2469,S011,Edinburgh,39,9,2023
1043,S012,Dundee,39,9,2023
1132,S012,Dundee,39,9,2023
1131,S012,Dundee,39,9,2023
1021,S012,Dundee,39,9,2023
1151,S012,Dundee,39,9,2023
1524,S012,Dundee,39,9,2023
1313,S012,Dundee,39,9,2023
848,S013,Birtley,39,9,2023
913,S013,Birtley,39,9,2023
870,S013,Birtley,39,9,2023
928,S013,Birtley,39,9,2023
1061,S013,Birtley,39,9,2023
1208,S013,Birtley,39,9,2023
707,S013,Birtley,39,9,2023
1216,S014,Ponteland,39,9,2023
1102,S014,Ponteland,39,9,2023
1164,S014,Ponteland,39,9,2023
1283,S014,Ponteland,39,9,2023
1351,S014,Ponteland,39,9,2023
1630,S014,Ponteland,39,9,2023
1468,S014,Ponteland,39,9,2023
970,S019,Shrewsbury,39,9,2023
912,S019,Shrewsbury,39,9,2023
835,S019,Shrewsbury,39,9,2023
926,S019,Shrewsbury,39,9,2023
1013,S019,Shrewsbury,39,9,2023
1434,S019,Shrewsbury,39,9,2023
995,S019,Shrewsbury,39,9,2023
739,S020,Gailey,39,9,2023
758,S020,Gailey,39,9,2023
846,S020,Gailey,39,9,2023
714,S020,Gailey,39,9,2023
734,S020,Gailey,39,9,2023
1134,S020,Gailey,39,9,2023
885,S020,Gailey,39,9,2023
1143,S022,Milngavie,39,9,2023
840,S022,Milngavie,39,9,2023
833,S022,Milngavie,39,9,2023
925,S022,Milngavie,39,9,2023
931,S022,Milngavie,39,9,2023
1275,S022,Milngavie,39,9,2023
1243,S022,Milngavie,39,9,2023
893,S026,Preston,39,9,2023
1009,S026,Preston,39,9,2023
843,S026,Preston,39,9,2023
1015,S026,Preston,39,9,2023
1030,S026,Preston,39,9,2023
1472,S026,Preston,39,9,2023
1123,S026,Preston,39,9,2023
1292,S027,Atherstone,39,9,2023
1490,S027,Atherstone,39,9,2023
1396,S027,Atherstone,39,9,2023
1278,S027,Atherstone,39,9,2023
1572,S027,Atherstone,39,9,2023
2658,S027,Atherstone,39,9,2023
1750,S027,Atherstone,39,9,2023
1658,S028,Ayr,39,9,2023
1223,S028,Ayr,39,9,2023
1299,S028,Ayr,39,9,2023
1351,S028,Ayr,39,9,2023
1537,S028,Ayr,39,9,2023
1847,S028,Ayr,39,9,2023
1451,S028,Ayr,39,9,2023
1405,S029,Stirling,39,9,2023
1188,S029,Stirling,39,9,2023
1039,S029,Stirling,39,9,2023
1205,S029,Stirling,39,9,2023
1303,S029,Stirling,39,9,2023
1863,S029,Stirling,39,9,2023
1779,S029,Stirling,39,9,2023
1366,S030,Cirencester,39,9,2023
1463,S030,Cirencester,39,9,2023
1484,S030,Cirencester,39,9,2023
1399,S030,Cirencester,39,9,2023
1525,S030,Cirencester,39,9,2023
2160,S030,Cirencester,39,9,2023
1726,S030,Cirencester,39,9,2023
1599,S031,Chesterfield,39,9,2023
1768,S031,Chesterfield,39,9,2023
1607,S031,Chesterfield,39,9,2023
1708,S031,Chesterfield,39,9,2023
1641,S031,Chesterfield,39,9,2023
2650,S031,Chesterfield,39,9,2023
2255,S031,Chesterfield,39,9,2023
1230,S032,Milton Keynes,39,9,2023
1275,S032,Milton Keynes,39,9,2023
1179,S032,Milton Keynes,39,9,2023
1135,S032,Milton Keynes,39,9,2023
1255,S032,Milton Keynes,39,9,2023
2054,S032,Milton Keynes,39,9,2023
1621,S032,Milton Keynes,39,9,2023
588,S033,Reading,39,9,2023
583,S033,Reading,39,9,2023
582,S033,Reading,39,9,2023
493,S033,Reading,39,9,2023
783,S033,Reading,39,9,2023
1033,S033,Reading,39,9,2023
804,S033,Reading,39,9,2023
1520,S034,Dunfermline,39,9,2023
1483,S034,Dunfermline,39,9,2023
1505,S034,Dunfermline,39,9,2023
1520,S034,Dunfermline,39,9,2023
1683,S034,Dunfermline,39,9,2023
2152,S034,Dunfermline,39,9,2023
1995,S034,Dunfermline,39,9,2023
816,S035,Lisburn,39,9,2023
1007,S035,Lisburn,39,9,2023
748,S035,Lisburn,39,9,2023
938,S035,Lisburn,39,9,2023
976,S035,Lisburn,39,9,2023
1489,S035,Lisburn,39,9,2023
823,S035,Lisburn,39,9,2023
1294,S036,Southport,39,9,2023
1320,S036,Southport,39,9,2023
1250,S036,Southport,39,9,2023
1291,S036,Southport,39,9,2023
1394,S036,Southport,39,9,2023
1879,S036,Southport,39,9,2023
1443,S036,Southport,39,9,2023
884,S038,Sandyholm,39,9,2023
477,S038,Sandyholm,39,9,2023
523,S038,Sandyholm,39,9,2023
443,S038,Sandyholm,39,9,2023
540,S038,Sandyholm,39,9,2023
905,S038,Sandyholm,39,9,2023
850,S038,Sandyholm,39,9,2023
774,S039,Shepton,39,9,2023
791,S039,Shepton,39,9,2023
689,S039,Shepton,39,9,2023
857,S039,Shepton,39,9,2023
894,S039,Shepton,39,9,2023
1228,S039,Shepton,39,9,2023
825,S039,Shepton,39,9,2023
1473,S040,Aberdeen,39,9,2023
1376,S040,Aberdeen,39,9,2023
1234,S040,Aberdeen,39,9,2023
1418,S040,Aberdeen,39,9,2023
1454,S040,Aberdeen,39,9,2023
1956,S040,Aberdeen,39,9,2023
1754,S040,Aberdeen,39,9,2023
1773,S041,Braehead,39,9,2023
1271,S041,Braehead,39,9,2023
1128,S041,Braehead,39,9,2023
1273,S041,Braehead,39,9,2023
1145,S041,Braehead,39,9,2023
1794,S041,Braehead,39,9,2023
1597,S041,Braehead,39,9,2023
1118,S042,Livingston,39,9,2023
1106,S042,Livingston,39,9,2023
1043,S042,Livingston,39,9,2023
1092,S042,Livingston,39,9,2023
1258,S042,Livingston,39,9,2023
1785,S042,Livingston,39,9,2023
1598,S042,Livingston,39,9,2023
977,S043,Carlisle,39,9,2023
1037,S043,Carlisle,39,9,2023
908,S043,Carlisle,39,9,2023
1084,S043,Carlisle,39,9,2023
1172,S043,Carlisle,39,9,2023
1721,S043,Carlisle,39,9,2023
1181,S043,Carlisle,39,9,2023
971,S044,Ashford,39,9,2023
911,S044,Ashford,39,9,2023
953,S044,Ashford,39,9,2023
966,S044,Ashford,39,9,2023
1107,S044,Ashford,39,9,2023
1846,S044,Ashford,39,9,2023
1426,S044,Ashford,39,9,2023
993,S045,Peterborough,39,9,2023
1076,S045,Peterborough,39,9,2023
1179,S045,Peterborough,39,9,2023
1157,S045,Peterborough,39,9,2023
1353,S045,Peterborough,39,9,2023
2095,S045,Peterborough,39,9,2023
1351,S045,Peterborough,39,9,2023
852,S046,Liverpool,39,9,2023
915,S046,Liverpool,39,9,2023
829,S046,Liverpool,39,9,2023
949,S046,Liverpool,39,9,2023
948,S046,Liverpool,39,9,2023
1542,S046,Liverpool,39,9,2023
1073,S046,Liverpool,39,9,2023
1361,S047,Gillingham,39,9,2023
1377,S047,Gillingham,39,9,2023
1334,S047,Gillingham,39,9,2023
1331,S047,Gillingham,39,9,2023
1731,S047,Gillingham,39,9,2023
2331,S047,Gillingham,39,9,2023
1639,S047,Gillingham,39,9,2023
1021,S049,Inverness,39,9,2023
965,S049,Inverness,39,9,2023
1049,S049,Inverness,39,9,2023
1093,S049,Inverness,39,9,2023
1008,S049,Inverness,39,9,2023
1153,S049,Inverness,39,9,2023
901,S049,Inverness,39,9,2023
1660,S050,King's Lynn,39,9,2023
1729,S050,King's Lynn,39,9,2023
1597,S050,King's Lynn,39,9,2023
1780,S050,King's Lynn,39,9,2023
1951,S050,King's Lynn,39,9,2023
2522,S050,King's Lynn,39,9,2023
1819,S050,King's Lynn,39,9,2023
2620,S054,Morpeth,39,9,2023
3258,S054,Morpeth,39,9,2023
2972,S054,Morpeth,39,9,2023
3169,S054,Morpeth,39,9,2023
3242,S054,Morpeth,39,9,2023
5005,S054,Morpeth,39,9,2023
4093,S054,Morpeth,39,9,2023
901,S055,Woodbridge,39,9,2023
957,S055,Woodbridge,39,9,2023
954,S055,Woodbridge,39,9,2023
1033,S055,Woodbridge,39,9,2023
1105,S055,Woodbridge,39,9,2023
1356,S055,Woodbridge,39,9,2023
1251,S055,Woodbridge,39,9,2023
946,S056,Gloucester,39,9,2023
933,S056,Gloucester,39,9,2023
801,S056,Gloucester,39,9,2023
958,S056,Gloucester,39,9,2023
1046,S056,Gloucester,39,9,2023
1572,S056,Gloucester,39,9,2023
1120,S056,Gloucester,39,9,2023
999,S057,Huntingdon,39,9,2023
1591,S057,Huntingdon,39,9,2023
1960,S057,Huntingdon,39,9,2023
963,S057,Huntingdon,39,9,2023
1111,S057,Huntingdon,39,9,2023
1812,S057,Huntingdon,39,9,2023
1443,S057,Huntingdon,39,9,2023
1329,S058,Stapleton,39,9,2023
1595,S058,Stapleton,39,9,2023
1427,S058,Stapleton,39,9,2023
1431,S058,Stapleton,39,9,2023
1484,S058,Stapleton,39,9,2023
2416,S058,Stapleton,39,9,2023
2003,S058,Stapleton,39,9,2023
1189,S061,Aylesbury,39,9,2023
1275,S061,Aylesbury,39,9,2023
1415,S061,Aylesbury,39,9,2023
1316,S061,Aylesbury,39,9,2023
1525,S061,Aylesbury,39,9,2023
2584,S061,Aylesbury,39,9,2023
2025,S061,Aylesbury,39,9,2023
734,S062,Gosforth,39,9,2023
639,S062,Gosforth,39,9,2023
651,S062,Gosforth,39,9,2023
676,S062,Gosforth,39,9,2023
745,S062,Gosforth,39,9,2023
1060,S062,Gosforth,39,9,2023
925,S062,Gosforth,39,9,2023
1054,S063,Northampton,39,9,2023
1110,S063,Northampton,39,9,2023
1095,S063,Northampton,39,9,2023
1140,S063,Northampton,39,9,2023
1345,S063,Northampton,39,9,2023
1975,S063,Northampton,39,9,2023
1441,S063,Northampton,39,9,2023
911,S064,Shenstone,39,9,2023
1022,S064,Shenstone,39,9,2023
970,S064,Shenstone,39,9,2023
906,S064,Shenstone,39,9,2023
940,S064,Shenstone,39,9,2023
1500,S064,Shenstone,39,9,2023
1222,S064,Shenstone,39,9,2023
826,S065,Swansea,39,9,2023
952,S065,Swansea,39,9,2023
795,S065,Swansea,39,9,2023
827,S065,Swansea,39,9,2023
947,S065,Swansea,39,9,2023
1381,S065,Swansea,39,9,2023
845,S065,Swansea,39,9,2023
710,S066,York,39,9,2023
648,S066,York,39,9,2023
658,S066,York,39,9,2023
695,S066,York,39,9,2023
851,S066,York,39,9,2023
1130,S066,York,39,9,2023
854,S066,York,39,9,2023
604,S067,Andover,39,9,2023
595,S067,Andover,39,9,2023
577,S067,Andover,39,9,2023
551,S067,Andover,39,9,2023
824,S067,Andover,39,9,2023
1127,S067,Andover,39,9,2023
859,S067,Andover,39,9,2023
808,S068,Rugby,39,9,2023
886,S068,Rugby,39,9,2023
960,S068,Rugby,39,9,2023
888,S068,Rugby,39,9,2023
945,S068,Rugby,39,9,2023
1478,S068,Rugby,39,9,2023
1092,S068,Rugby,39,9,2023
1153,S069,Brighton,39,9,2023
1175,S069,Brighton,39,9,2023
1102,S069,Brighton,39,9,2023
1182,S069,Brighton,39,9,2023
1245,S069,Brighton,39,9,2023
1530,S069,Brighton,39,9,2023
1381,S069,Brighton,39,9,2023
648,S070,Havant,39,9,2023
705,S070,Havant,39,9,2023
758,S070,Havant,39,9,2023
653,S070,Havant,39,9,2023
748,S070,Havant,39,9,2023
993,S070,Havant,39,9,2023
704,S070,Havant,39,9,2023
473,S071,Pennine,39,9,2023
511,S071,Pennine,39,9,2023
466,S071,Pennine,39,9,2023
459,S071,Pennine,39,9,2023
470,S071,Pennine,39,9,2023
710,S071,Pennine,39,9,2023
532,S071,Pennine,39,9,2023
481,S072,Thornbury,39,9,2023
507,S072,Thornbury,39,9,2023
426,S072,Thornbury,39,9,2023
400,S072,Thornbury,39,9,2023
569,S072,Thornbury,39,9,2023
737,S072,Thornbury,39,9,2023
555,S072,Thornbury,39,9,2023
850,S073,Derby,39,9,2023
869,S073,Derby,39,9,2023
770,S073,Derby,39,9,2023
933,S073,Derby,39,9,2023
843,S073,Derby,39,9,2023
1277,S073,Derby,39,9,2023
979,S073,Derby,39,9,2023
638,S074,Hare Hatch,39,9,2023
747,S074,Hare Hatch,39,9,2023
681,S074,Hare Hatch,39,9,2023
477,S074,Hare Hatch,39,9,2023
708,S074,Hare Hatch,39,9,2023
1008,S074,Hare Hatch,39,9,2023
677,S074,Hare Hatch,39,9,2023
724,S075,Harlestone Heath,39,9,2023
794,S075,Harlestone Heath,39,9,2023
856,S075,Harlestone Heath,39,9,2023
758,S075,Harlestone Heath,39,9,2023
849,S075,Harlestone Heath,39,9,2023
1386,S075,Harlestone Heath,39,9,2023
1093,S075,Harlestone Heath,39,9,2023
692,S076,Marple,39,9,2023
681,S076,Marple,39,9,2023
684,S076,Marple,39,9,2023
672,S076,Marple,39,9,2023
755,S076,Marple,39,9,2023
1047,S076,Marple,39,9,2023
710,S076,Marple,39,9,2023
773,S077,Stratford upon Avon,39,9,2023
486,S077,Stratford upon Avon,39,9,2023
805,S077,Stratford upon Avon,39,9,2023
674,S077,Stratford upon Avon,39,9,2023
824,S077,Stratford upon Avon,39,9,2023
1185,S077,Stratford upon Avon,39,9,2023
897,S077,Stratford upon Avon,39,9,2023
952.4911721,S080,Swindon,39,9,2023
1052.660108,S080,Swindon,39,9,2023
1076.326962,S080,Swindon,39,9,2023
1009.470613,S080,Swindon,39,9,2023
1153.473997,S080,Swindon,39,9,2023
1408.099429,S080,Swindon,39,9,2023
1102.422508,S080,Swindon,39,9,2023
609,S081,Bury St Edmunds,39,9,2023
612,S081,Bury St Edmunds,39,9,2023
618,S081,Bury St Edmunds,39,9,2023
677,S081,Bury St Edmunds,39,9,2023
704,S081,Bury St Edmunds,39,9,2023
931,S081,Bury St Edmunds,39,9,2023
640,S081,Bury St Edmunds,39,9,2023
637,S082,Cadnam,39,9,2023
669,S082,Cadnam,39,9,2023
674,S082,Cadnam,39,9,2023
673,S082,Cadnam,39,9,2023
747,S082,Cadnam,39,9,2023
898,S082,Cadnam,39,9,2023
773,S082,Cadnam,39,9,2023
741,S083,Galton,39,9,2023
597,S083,Galton,39,9,2023
728,S083,Galton,39,9,2023
588,S083,Galton,39,9,2023
799,S083,Galton,39,9,2023
881,S083,Galton,39,9,2023
830,S083,Galton,39,9,2023
1204,S084,Moreton Park,39,9,2023
1017,S084,Moreton Park,39,9,2023
1064,S084,Moreton Park,39,9,2023
970,S084,Moreton Park,39,9,2023
1343,S084,Moreton Park,39,9,2023
1550,S084,Moreton Park,39,9,2023
1096,S084,Moreton Park,39,9,2023
939.6630082,S085,Leicester,39,9,2023
860.6856205,S085,Leicester,39,9,2023
982.8734237,S085,Leicester,39,9,2023
952.330767,S085,Leicester,39,9,2023
1121.254053,S085,Leicester,39,9,2023
1452.800998,S085,Leicester,39,9,2023
1043.713617,S085,Leicester,39,9,2023
595,S086,Royston,39,9,2023
697,S086,Royston,39,9,2023
679,S086,Royston,39,9,2023
621,S086,Royston,39,9,2023
762,S086,Royston,39,9,2023
1265,S086,Royston,39,9,2023
897,S086,Royston,39,9,2023
400,S087,Beaconsfield,39,9,2023
369,S087,Beaconsfield,39,9,2023
378,S087,Beaconsfield,39,9,2023
324,S087,Beaconsfield,39,9,2023
327,S087,Beaconsfield,39,9,2023
512,S087,Beaconsfield,39,9,2023
348,S087,Beaconsfield,39,9,2023
604,S088,Hungerford,39,9,2023
704,S088,Hungerford,39,9,2023
723,S088,Hungerford,39,9,2023
821,S088,Hungerford,39,9,2023
909,S088,Hungerford,39,9,2023
1086,S088,Hungerford,39,9,2023
1019,S088,Hungerford,39,9,2023
461,S089,Keston,39,9,2023
435,S089,Keston,39,9,2023
392,S089,Keston,39,9,2023
444,S089,Keston,39,9,2023
509,S089,Keston,39,9,2023
823,S089,Keston,39,9,2023
717,S089,Keston,39,9,2023
467,S091,Lelant,39,9,2023
512,S091,Lelant,39,9,2023
551,S091,Lelant,39,9,2023
690,S091,Lelant,39,9,2023
620,S091,Lelant,39,9,2023
854,S091,Lelant,39,9,2023
400,S091,Lelant,39,9,2023
968,S092,Stockton,39,9,2023
1040,S092,Stockton,39,9,2023
922,S092,Stockton,39,9,2023
1017,S092,Stockton,39,9,2023
1035,S092,Stockton,39,9,2023
1386,S092,Stockton,39,9,2023
994,S092,Stockton,39,9,2023
753,S093,Telford,39,9,2023
799,S093,Telford,39,9,2023
885,S093,Telford,39,9,2023
824,S093,Telford,39,9,2023
932,S093,Telford,39,9,2023
1404,S093,Telford,39,9,2023
797,S093,Telford,39,9,2023
545,S094,Altrincham,39,9,2023
615,S094,Altrincham,39,9,2023
607,S094,Altrincham,39,9,2023
652,S094,Altrincham,39,9,2023
643,S094,Altrincham,39,9,2023
771,S094,Altrincham,39,9,2023
602,S094,Altrincham,39,9,2023
1017,S053,Boston,39,9,2023
971,S053,Boston,39,9,2023
880,S053,Boston,39,9,2023
974,S053,Boston,39,9,2023
1041,S053,Boston,39,9,2023
1415,S053,Boston,39,9,2023
856,S053,Boston,39,9,2023
1520,S059,Woodcote Green,39,9,2023
1515,S059,Woodcote Green,39,9,2023
1473,S059,Woodcote Green,39,9,2023
1600,S059,Woodcote Green,39,9,2023
1631,S059,Woodcote Green,39,9,2023
3161,S059,Woodcote Green,39,9,2023
1794,S059,Woodcote Green,39,9,2023
341,S096,Stockbridge,39,9,2023
305,S096,Stockbridge,39,9,2023
275,S096,Stockbridge,39,9,2023
277,S096,Stockbridge,39,9,2023
379,S096,Stockbridge,39,9,2023
635,S096,Stockbridge,39,9,2023
723,S096,Stockbridge,39,9,2023
314,S097,Clifton,39,9,2023
220,S097,Clifton,39,9,2023
237,S097,Clifton,39,9,2023
228,S097,Clifton,39,9,2023
298,S097,Clifton,39,9,2023
450,S097,Clifton,39,9,2023
431,S097,Clifton,39,9,2023
1182,S098,Tewkesbury,39,9,2023
1214,S098,Tewkesbury,39,9,2023
1194,S098,Tewkesbury,39,9,2023
1262,S098,Tewkesbury,39,9,2023
1391,S098,Tewkesbury,39,9,2023
2312,S098,Tewkesbury,39,9,2023
1620,S098,Tewkesbury,39,9,2023
168,S099,Chiswick,39,9,2023
223,S099,Chiswick,39,9,2023
206,S099,Chiswick,39,9,2023
187,S099,Chiswick,39,9,2023
204,S099,Chiswick,39,9,2023
471,S099,Chiswick,39,9,2023
446,S099,Chiswick,39,9,2023
183,S102,Westbourne Grove,39,9,2023
171,S102,Westbourne Grove,39,9,2023
197,S102,Westbourne Grove,39,9,2023
154,S102,Westbourne Grove,39,9,2023
167,S102,Westbourne Grove,39,9,2023
410,S102,Westbourne Grove,39,9,2023
285,S102,Westbourne Grove,39,9,2023
312,S104,Richmond,39,9,2023
262,S104,Richmond,39,9,2023
297,S104,Richmond,39,9,2023
264,S104,Richmond,39,9,2023
324,S104,Richmond,39,9,2023
818,S104,Richmond,39,9,2023
665,S104,Richmond,39,9,2023
357,S105,Cheltenham,39,9,2023
282,S105,Cheltenham,39,9,2023
336,S105,Cheltenham,39,9,2023
507,S105,Cheltenham,39,9,2023
448,S105,Cheltenham,39,9,2023
835,S105,Cheltenham,39,9,2023
516,S105,Cheltenham,39,9,2023
939,S010,Perth,39,9,2022
856,S010,Perth,39,9,2022
880,S010,Perth,39,9,2022
1021,S010,Perth,39,9,2022
1289,S010,Perth,39,9,2022
1429,S010,Perth,39,9,2022
1373,S010,Perth,39,9,2022
1993,S011,Edinburgh,39,9,2022
1930,S011,Edinburgh,39,9,2022
2073,S011,Edinburgh,39,9,2022
2237,S011,Edinburgh,39,9,2022
2201,S011,Edinburgh,39,9,2022
3052,S011,Edinburgh,39,9,2022
3148,S011,Edinburgh,39,9,2022
921,S012,Dundee,39,9,2022
1032,S012,Dundee,39,9,2022
918,S012,Dundee,39,9,2022
1108,S012,Dundee,39,9,2022
1078,S012,Dundee,39,9,2022
1582,S012,Dundee,39,9,2022
1536,S012,Dundee,39,9,2022
860,S013,Birtley,39,9,2022
889,S013,Birtley,39,9,2022
876,S013,Birtley,39,9,2022
979,S013,Birtley,39,9,2022
927,S013,Birtley,39,9,2022
1166,S013,Birtley,39,9,2022
1054,S013,Birtley,39,9,2022
1138,S014,Ponteland,39,9,2022
1136,S014,Ponteland,39,9,2022
1114,S014,Ponteland,39,9,2022
1432,S014,Ponteland,39,9,2022
1280,S014,Ponteland,39,9,2022
1851,S014,Ponteland,39,9,2022
1482,S014,Ponteland,39,9,2022
940,S019,Shrewsbury,39,9,2022
809,S019,Shrewsbury,39,9,2022
855,S019,Shrewsbury,39,9,2022
837,S019,Shrewsbury,39,9,2022
1042,S019,Shrewsbury,39,9,2022
1191,S019,Shrewsbury,39,9,2022
926,S019,Shrewsbury,39,9,2022
781,S020,Gailey,39,9,2022
573,S020,Gailey,39,9,2022
738,S020,Gailey,39,9,2022
702,S020,Gailey,39,9,2022
730,S020,Gailey,39,9,2022
1268,S020,Gailey,39,9,2022
1000,S020,Gailey,39,9,2022
1155,S022,Milngavie,39,9,2022
848,S022,Milngavie,39,9,2022
957,S022,Milngavie,39,9,2022
1101,S022,Milngavie,39,9,2022
1038,S022,Milngavie,39,9,2022
1335,S022,Milngavie,39,9,2022
1406,S022,Milngavie,39,9,2022
923,S026,Preston,39,9,2022
927,S026,Preston,39,9,2022
912,S026,Preston,39,9,2022
968,S026,Preston,39,9,2022
999,S026,Preston,39,9,2022
1543,S026,Preston,39,9,2022
1369,S026,Preston,39,9,2022
1317.647059,S027,Atherstone,39,9,2022
1207.492795,S027,Atherstone,39,9,2022
1290.697674,S027,Atherstone,39,9,2022
1337.765957,S027,Atherstone,39,9,2022
1692.520776,S027,Atherstone,39,9,2022
2454.285714,S027,Atherstone,39,9,2022
1951.84136,S027,Atherstone,39,9,2022
1436,S028,Ayr,39,9,2022
1303,S028,Ayr,39,9,2022
1533,S028,Ayr,39,9,2022
1758,S028,Ayr,39,9,2022
1441,S028,Ayr,39,9,2022
2099,S028,Ayr,39,9,2022
1958,S028,Ayr,39,9,2022
1421,S029,Stirling,39,9,2022
1009,S029,Stirling,39,9,2022
1285,S029,Stirling,39,9,2022
1352,S029,Stirling,39,9,2022
1244,S029,Stirling,39,9,2022
2099,S029,Stirling,39,9,2022
2045,S029,Stirling,39,9,2022
928,S030,Cirencester,39,9,2022
974,S030,Cirencester,39,9,2022
1091,S030,Cirencester,39,9,2022
1099,S030,Cirencester,39,9,2022
1275,S030,Cirencester,39,9,2022
1803,S030,Cirencester,39,9,2022
1648,S030,Cirencester,39,9,2022
1523,S031,Chesterfield,39,9,2022
1541,S031,Chesterfield,39,9,2022
1666,S031,Chesterfield,39,9,2022
1953,S031,Chesterfield,39,9,2022
1844,S031,Chesterfield,39,9,2022
2590,S031,Chesterfield,39,9,2022
2408,S031,Chesterfield,39,9,2022
1032,S032,Milton Keynes,39,9,2022
1000,S032,Milton Keynes,39,9,2022
964,S032,Milton Keynes,39,9,2022
1188,S032,Milton Keynes,39,9,2022
1237,S032,Milton Keynes,39,9,2022
1636,S032,Milton Keynes,39,9,2022
1498,S032,Milton Keynes,39,9,2022
538,S033,Reading,39,9,2022
475,S033,Reading,39,9,2022
560,S033,Reading,39,9,2022
690,S033,Reading,39,9,2022
658,S033,Reading,39,9,2022
969,S033,Reading,39,9,2022
881,S033,Reading,39,9,2022
1427,S034,Dunfermline,39,9,2022
1328,S034,Dunfermline,39,9,2022
1512,S034,Dunfermline,39,9,2022
1776,S034,Dunfermline,39,9,2022
1730,S034,Dunfermline,39,9,2022
2534,S034,Dunfermline,39,9,2022
2494,S034,Dunfermline,39,9,2022
953,S035,Lisburn,39,9,2022
763,S035,Lisburn,39,9,2022
854,S035,Lisburn,39,9,2022
893,S035,Lisburn,39,9,2022
1036,S035,Lisburn,39,9,2022
1733,S035,Lisburn,39,9,2022
1059,S035,Lisburn,39,9,2022
1189,S036,Southport,39,9,2022
1239,S036,Southport,39,9,2022
1179,S036,Southport,39,9,2022
1318,S036,Southport,39,9,2022
1168,S036,Southport,39,9,2022
1849,S036,Southport,39,9,2022
1604,S036,Southport,39,9,2022
490,S038,Sandyholm,39,9,2022
666,S038,Sandyholm,39,9,2022
970,S038,Sandyholm,39,9,2022
638,S038,Sandyholm,39,9,2022
372,S038,Sandyholm,39,9,2022
1444,S038,Sandyholm,39,9,2022
769,S038,Sandyholm,39,9,2022
736,S039,Shepton,39,9,2022
670,S039,Shepton,39,9,2022
697,S039,Shepton,39,9,2022
844,S039,Shepton,39,9,2022
820,S039,Shepton,39,9,2022
1119,S039,Shepton,39,9,2022
941,S039,Shepton,39,9,2022
1551,S040,Aberdeen,39,9,2022
1291,S040,Aberdeen,39,9,2022
1209,S040,Aberdeen,39,9,2022
1359,S040,Aberdeen,39,9,2022
1271,S040,Aberdeen,39,9,2022
1881,S040,Aberdeen,39,9,2022
1926,S040,Aberdeen,39,9,2022
1613,S041,Braehead,39,9,2022
1157,S041,Braehead,39,9,2022
1204,S041,Braehead,39,9,2022
1260,S041,Braehead,39,9,2022
1268,S041,Braehead,39,9,2022
1994,S041,Braehead,39,9,2022
1772,S041,Braehead,39,9,2022
1097,S042,Livingston,39,9,2022
946,S042,Livingston,39,9,2022
1101,S042,Livingston,39,9,2022
1211,S042,Livingston,39,9,2022
1226,S042,Livingston,39,9,2022
1794,S042,Livingston,39,9,2022
1976,S042,Livingston,39,9,2022
960,S043,Carlisle,39,9,2022
1017,S043,Carlisle,39,9,2022
1080,S043,Carlisle,39,9,2022
1166,S043,Carlisle,39,9,2022
1304,S043,Carlisle,39,9,2022
1721,S043,Carlisle,39,9,2022
1651,S043,Carlisle,39,9,2022
1008,S044,Ashford,39,9,2022
554,S044,Ashford,39,9,2022
756,S044,Ashford,39,9,2022
1050,S044,Ashford,39,9,2022
1173,S044,Ashford,39,9,2022
1788,S044,Ashford,39,9,2022
1464,S044,Ashford,39,9,2022
1038,S045,Peterborough,39,9,2022
1103,S045,Peterborough,39,9,2022
1111,S045,Peterborough,39,9,2022
1272,S045,Peterborough,39,9,2022
1481,S045,Peterborough,39,9,2022
2102,S045,Peterborough,39,9,2022
1898,S045,Peterborough,39,9,2022
819,S046,Liverpool,39,9,2022
779,S046,Liverpool,39,9,2022
816,S046,Liverpool,39,9,2022
846,S046,Liverpool,39,9,2022
932,S046,Liverpool,39,9,2022
1265,S046,Liverpool,39,9,2022
1120,S046,Liverpool,39,9,2022
1069,S047,Gillingham,39,9,2022
963,S047,Gillingham,39,9,2022
1063,S047,Gillingham,39,9,2022
1196,S047,Gillingham,39,9,2022
1478,S047,Gillingham,39,9,2022
1827,S047,Gillingham,39,9,2022
1558,S047,Gillingham,39,9,2022
1003,S049,Inverness,39,9,2022
953,S049,Inverness,39,9,2022
1050,S049,Inverness,39,9,2022
920,S049,Inverness,39,9,2022
1174,S049,Inverness,39,9,2022
1389,S049,Inverness,39,9,2022
1125,S049,Inverness,39,9,2022
1862,S050,King's Lynn,39,9,2022
1595,S050,King's Lynn,39,9,2022
1566,S050,King's Lynn,39,9,2022
1854,S050,King's Lynn,39,9,2022
2250,S050,King's Lynn,39,9,2022
2830,S050,King's Lynn,39,9,2022
1955,S050,King's Lynn,39,9,2022
2973,S054,Morpeth,39,9,2022
3041,S054,Morpeth,39,9,2022
2776,S054,Morpeth,39,9,2022
3052,S054,Morpeth,39,9,2022
3433,S054,Morpeth,39,9,2022
5004,S054,Morpeth,39,9,2022
4603,S054,Morpeth,39,9,2022
1019,S055,Woodbridge,39,9,2022
