Date,Week,Month,Year,Medium,Impressions,Ad Spend
44899.33333,50,12,2022,Video,441.00,11.03
44893.33333,49,11,2022,Video,593.00,12.45
44894.33333,49,11,2022,Video,581.00,12.20
44895.33333,49,11,2022,Video,551.00,11.57
44896.33333,49,12,2022,Video,439.00,9.22
44897.33333,49,12,2022,Video,412.00,8.65
44898.33333,49,12,2022,Video,351.00,7.37
44899.33333,50,12,2022,Video,375.00,7.88
44893.33333,49,11,2022,Video,603.00,12.66
44894.33333,49,11,2022,Video,613.00,12.87
44895.33333,49,11,2022,Video,500.00,10.50
44896.33333,49,12,2022,Video,481.00,10.10
44897.33333,49,12,2022,Video,420.00,8.82
44898.33333,49,12,2022,Video,373.00,7.83
44899.33333,50,12,2022,Video,373.00,7.83
44893.33333,49,11,2022,Video,1038.00,21.80
44894.33333,49,11,2022,Video,1030.00,21.63
44895.33333,49,11,2022,Video,926.00,19.45
44896.33333,49,12,2022,Video,860.00,18.06
44897.33333,49,12,2022,Video,708.00,14.87
44898.33333,49,12,2022,Video,652.00,13.69
44899.33333,50,12,2022,Video,612.00,12.85
44893.33333,49,11,2022,Video,1022.00,21.46
44894.33333,49,11,2022,Video,1100.00,23.10
44895.33333,49,11,2022,Video,935.00,19.64
44896.33333,49,12,2022,Video,870.00,18.27
44897.33333,49,12,2022,Video,722.00,15.16
44898.33333,49,12,2022,Video,667.00,14.01
44899.33333,50,12,2022,Video,596.00,12.52
44893.33333,49,11,2022,Video,632.00,13.27
44894.33333,49,11,2022,Video,556.00,11.68
44895.33333,49,11,2022,Video,532.00,11.17
44896.33333,49,12,2022,Video,486.00,10.21
44897.33333,49,12,2022,Video,420.00,8.82
44898.33333,49,12,2022,Video,377.00,7.92
44899.33333,50,12,2022,Video,346.00,7.27
44893.33333,49,11,2022,Video,561.00,11.78
44894.33333,49,11,2022,Video,588.00,12.35
44895.33333,49,11,2022,Video,521.00,10.94
44896.33333,49,12,2022,Video,468.00,9.83
44897.33333,49,12,2022,Video,393.00,8.25
44898.33333,49,12,2022,Video,348.00,7.31
44899.33333,50,12,2022,Video,356.00,7.48
44893.33333,49,11,2022,Video,128.00,2.69
44894.33333,49,11,2022,Video,170.00,3.57
44895.33333,49,11,2022,Video,129.00,2.71
44896.33333,49,12,2022,Video,118.00,2.48
44897.33333,49,12,2022,Video,95.00,2.00
44898.33333,49,12,2022,Video,84.00,1.76
44899.33333,50,12,2022,Video,81.00,1.70
44893.33333,49,11,2022,Video,153.00,3.21
44894.33333,49,11,2022,Video,152.00,3.19
44895.33333,49,11,2022,Video,125.00,2.63
44896.33333,49,12,2022,Video,107.00,2.25
44897.33333,49,12,2022,Video,111.00,2.33
44898.33333,49,12,2022,Video,82.00,1.72
44899.33333,50,12,2022,Video,95.00,2.00
44893.33333,49,11,2022,Video,584.00,12.26
44894.33333,49,11,2022,Video,555.00,11.66
44895.33333,49,11,2022,Video,499.00,10.48
44896.33333,49,12,2022,Video,501.00,10.52
44897.33333,49,12,2022,Video,393.00,8.25
44898.33333,49,12,2022,Video,349.00,7.33
44899.33333,50,12,2022,Video,340.00,7.14
44893.33333,49,11,2022,Video,621.00,13.04
44894.33333,49,11,2022,Video,548.00,11.51
44895.33333,49,11,2022,Video,527.00,11.07
44896.33333,49,12,2022,Video,498.00,10.46
44897.33333,49,12,2022,Video,425.00,8.93
44898.33333,49,12,2022,Video,381.00,8.00
44899.33333,50,12,2022,Video,346.00,7.27
44899,50,12,2022,Video,933.00,21.46
44898,49,12,2022,Video,959.00,22.06
44897,49,12,2022,Video,913.00,21.00
44896,49,12,2022,Video,938.00,21.58
44895,49,11,2022,Video,991.00,22.79
44894,49,11,2022,Video,940.00,21.62
44893,49,11,2022,Video,981.00,22.56
44899,50,12,2022,Video,1652.00,38.00
44898,49,12,2022,Video,1676.00,38.55
44897,49,12,2022,Video,1591.00,36.59
44896,49,12,2022,Video,1654.00,38.05
44895,49,11,2022,Video,1717.00,39.49
44894,49,11,2022,Video,1654.00,38.05
44893,49,11,2022,Video,1741.00,40.05
44899,50,12,2022,Video,229.00,5.27
44898,49,12,2022,Video,245.00,5.64
44897,49,12,2022,Video,227.00,5.22
44896,49,12,2022,Video,229.00,5.27
44895,49,11,2022,Video,235.00,5.40
44894,49,11,2022,Video,239.00,5.49
44893,49,11,2022,Video,258.00,5.93
44899,50,12,2022,Video,961.00,22.11
44898,49,12,2022,Video,948.00,21.80
44897,49,12,2022,Video,913.00,21.00
44896,49,12,2022,Video,935.00,21.51
44895,49,11,2022,Video,978.00,22.49
44894,49,11,2022,Video,939.00,21.60
44893,49,11,2022,Video,998.00,22.95
44899,50,12,2022,Video,1013.00,23.29
44898,49,12,2022,Video,977.00,22.47
44897,49,12,2022,Video,924.00,21.25
44896,49,12,2022,Video,924.00,21.25
44895,49,11,2022,Video,977.00,22.47
44894,49,11,2022,Video,943.00,21.69
44893,49,11,2022,Video,996.00,22.91
44899,50,12,2022,Video,1580.00,39.51
44898,49,12,2022,Video,958.00,23.95
44897,49,12,2022,Video,2770.00,69.25
44896,49,12,2022,Video,5239.00,130.98
44895,49,11,2022,Video,3630.00,90.75
44894,49,11,2022,Video,1107.00,27.67
44893,49,11,2022,Video,1836.00,45.91
44899,50,12,2022,Video,724.00,18.11
44898,49,12,2022,Video,697.00,17.42
44897,49,12,2022,Video,610.00,15.25
44896,49,12,2022,Video,318.00,7.95
44895,49,11,2022,Video,910.00,22.75
44894,49,11,2022,Video,657.00,16.42
44893,49,11,2022,Video,913.00,22.82
44899,50,12,2022,Video,706.00,17.65
44898,49,12,2022,Video,718.00,17.95
44897,49,12,2022,Video,598.00,14.95
44896,49,12,2022,Video,311.00,7.78
44895,49,11,2022,Video,913.00,22.82
44894,49,11,2022,Video,624.00,15.60
44893,49,11,2022,Video,898.00,22.45
44899,50,12,2022,Video,140.00,3.51
44898,49,12,2022,Video,160.00,4.00
44897,49,12,2022,Video,232.00,5.80
44896,49,12,2022,Video,203.00,5.07
44895,49,11,2022,Video,162.00,4.05
44894,49,11,2022,Video,171.00,4.27
44893,49,11,2022,Video,167.00,4.18
44899,50,12,2022,Video,1215.00,30.38
44898,49,12,2022,Video,1246.00,31.15
44897,49,12,2022,Video,1109.00,27.73
44896,49,12,2022,Video,465.00,11.62
44895,49,11,2022,Video,1511.00,37.78
44894,49,11,2022,Video,1202.00,30.05
44893,49,11,2022,Video,1689.00,42.22
44899,50,12,2022,Video,718.00,17.95
44898,49,12,2022,Video,715.00,17.87
44897,49,12,2022,Video,592.00,14.80
44896,49,12,2022,Video,255.00,6.38
44895,49,11,2022,Video,875.00,21.87
44894,49,11,2022,Video,674.00,16.85
44893,49,11,2022,Video,980.00,24.49
44899,50,12,2022,Video,63.00,1.13
44898,49,12,2022,Video,56.00,1.01
44897,49,12,2022,Video,51.00,0.92
44896,49,12,2022,Video,40.00,0.72
44895,49,11,2022,Video,37.00,0.67
44894,49,11,2022,Video,42.00,0.75
44893,49,11,2022,Video,39.00,0.71
44899,50,12,2022,Video,552.00,9.94
44898,49,12,2022,Video,557.00,10.02
44897,49,12,2022,Video,559.00,10.06
44896,49,12,2022,Video,545.00,9.81
44895,49,11,2022,Video,568.00,10.22
44894,49,11,2022,Video,559.00,10.06
44893,49,11,2022,Video,563.00,10.13
44899,50,12,2022,Video,542.00,9.75
44898,49,12,2022,Video,546.00,9.82
44897,49,12,2022,Video,563.00,10.13
44896,49,12,2022,Video,539.00,9.71
44895,49,11,2022,Video,573.00,10.32
44894,49,11,2022,Video,553.00,9.95
44893,49,11,2022,Video,565.00,10.16
44899,50,12,2022,Video,974.00,17.53
44898,49,12,2022,Video,955.00,17.19
44897,49,12,2022,Video,968.00,17.42
44896,49,12,2022,Video,983.00,17.69
44895,49,11,2022,Video,983.00,17.69
44894,49,11,2022,Video,984.00,17.72
44893,49,11,2022,Video,984.00,17.72
44899,50,12,2022,Video,531.00,9.55
44898,49,12,2022,Video,547.00,9.85
44897,49,12,2022,Video,580.00,10.44
44896,49,12,2022,Video,555.00,9.99
44895,49,11,2022,Video,527.00,9.48
44894,49,11,2022,Video,551.00,9.92
44893,49,11,2022,Video,599.00,10.78
44899,50,12,2022,Video,155.00,9.76
44898,49,12,2022,Video,120.00,7.56
44897,49,12,2022,Video,126.00,7.94
44896,49,12,2022,Video,223.00,14.06
44895,49,11,2022,Video,194.00,12.22
44894,49,11,2022,Video,179.00,11.28
44893,49,11,2022,Video,183.00,11.53
44899,50,12,2022,Video,179.00,11.28
44898,49,12,2022,Video,139.00,8.76
44897,49,12,2022,Video,118.00,7.44
44896,49,12,2022,Video,214.00,13.48
44895,49,11,2022,Video,193.00,12.16
44894,49,11,2022,Video,182.00,11.47
44893,49,11,2022,Video,183.00,11.53
44899,50,12,2022,Video,260.00,16.39
44898,49,12,2022,Video,204.00,12.86
44897,49,12,2022,Video,220.00,13.87
44896,49,12,2022,Video,408.00,25.72
44895,49,11,2022,Video,339.00,21.36
44894,49,11,2022,Video,321.00,20.24
44893,49,11,2022,Video,323.00,20.35
44899,50,12,2022,Video,43.00,2.71
44898,49,12,2022,Video,27.00,1.71
44897,49,12,2022,Video,30.00,1.89
44896,49,12,2022,Video,58.00,3.66
44895,49,11,2022,Video,46.00,2.89
44894,49,11,2022,Video,46.00,2.89
44893,49,11,2022,Video,44.00,2.78
44899,50,12,2022,Video,150.00,9.46
44898,49,12,2022,Video,115.00,7.25
44897,49,12,2022,Video,123.00,7.75
44896,49,12,2022,Video,223.00,14.06
44895,49,11,2022,Video,191.00,12.04
44894,49,11,2022,Video,184.00,11.60
44893,49,11,2022,Video,183.00,11.53
44892.33333,49,11,2022,Display,933.00,4.67
44892.33333,49,11,2022,Display,968.00,4.84
44892.33333,49,11,2022,Display,1128.00,9.02
44892.33333,49,11,2022,Display,1622.00,8.11
44892.33333,49,11,2022,Display,921.00,11.05
44892.33333,49,11,2022,Display,955.00,4.78
44892.33333,49,11,2022,Display,957.00,4.79
44892.33333,49,11,2022,Display,1127.00,9.02
44892.33333,49,11,2022,Display,1720.00,8.60
44892.33333,49,11,2022,Display,990.00,11.88
44892.33333,49,11,2022,Display,902.00,4.51
44892.33333,49,11,2022,Display,912.00,4.56
44892.33333,49,11,2022,Display,1160.00,9.28
44892.33333,49,11,2022,Display,1642.00,8.21
44892.33333,49,11,2022,Display,981.00,11.77
44892.33333,49,11,2022,Display,950.00,4.75
44892.33333,49,11,2022,Display,947.00,4.74
44892.33333,49,11,2022,Display,1099.00,8.79
44892.33333,49,11,2022,Display,1735.00,8.68
44892.33333,49,11,2022,Display,969.00,11.63
44892.33333,49,11,2022,Display,915.00,4.58
44892.33333,49,11,2022,Display,996.00,4.98
44892.33333,49,11,2022,Display,1166.00,9.33
44892.33333,49,11,2022,Display,1601.00,8.01
44892.33333,49,11,2022,Display,937.00,11.24
44892.33333,49,11,2022,Display,706.00,3.53
44892.33333,49,11,2022,Display,773.00,3.87
44892.33333,49,11,2022,Display,1171.00,5.86
44892.33333,49,11,2022,Display,237.00,1.19
44892.33333,49,11,2022,Display,750.00,3.75
44892.33333,49,11,2022,Display,592.00,7.10
44892.33333,49,11,2022,Display,676.00,8.11
44892.33333,49,11,2022,Display,1149.00,13.79
44892.33333,49,11,2022,Display,158.00,1.90
44892.33333,49,11,2022,Display,684.00,8.21
44892.33333,49,11,2022,Display,42.00,0.59
44892.33333,49,11,2022,Display,47.00,0.66
44892.33333,49,11,2022,Display,64.00,0.90
44892.33333,49,11,2022,Display,12.00,0.17
44892.33333,49,11,2022,Display,28.00,0.39
44892,49,11,2022,Display,258.00,6.45
44892,49,11,2022,Display,487.00,12.18
44892,49,11,2022,Display,250.00,6.25
44892,49,11,2022,Display,238.00,5.95
44892,49,11,2022,Display,212.00,2.96
44891,48,11,2022,Display,211.00,2.95
44890,48,11,2022,Display,210.00,2.94
44889,48,11,2022,Display,215.00,3.01
44888,48,11,2022,Display,208.00,2.92
44887,48,11,2022,Display,222.00,3.11
44886,48,11,2022,Display,230.00,3.22
44885,48,11,2022,Display,212.00,2.96
44884,47,11,2022,Display,212.00,2.96
44883,47,11,2022,Display,210.00,2.94
44882,47,11,2022,Display,224.00,3.14
44881,47,11,2022,Display,223.00,3.12
44880,47,11,2022,Display,212.00,2.96
44879,47,11,2022,Display,224.00,3.14
44878,47,11,2022,Display,230.00,3.22
44877,46,11,2022,Display,396.00,5.54
44876,46,11,2022,Display,101.00,1.41
44892,49,11,2022,Display,285.00,3.99
44891,48,11,2022,Display,264.00,3.69
44893.33333,49,11,2022,Display,767.00,3.84
44894.33333,49,11,2022,Display,863.00,4.32
44895.33333,49,11,2022,Display,857.00,4.29
44896.33333,49,12,2022,Display,813.00,4.07
44897.33333,49,12,2022,Display,1061.00,5.31
44898.33333,49,12,2022,Display,10142.00,50.71
44899.33333,50,12,2022,Display,4242.00,21.21
44891.33333,48,11,2022,Display,1275.00,6.38
44891.33333,48,11,2022,Display,1315.00,6.58
44891.33333,48,11,2022,Display,1086.00,8.69
44891.33333,48,11,2022,Display,1694.00,8.47
44891.33333,48,11,2022,Display,711.00,8.53
44891.33333,48,11,2022,Display,1343.00,6.72
44891.33333,48,11,2022,Display,1310.00,6.55
44891.33333,48,11,2022,Display,1114.00,8.91
44891.33333,48,11,2022,Display,1684.00,8.42
44891.33333,48,11,2022,Display,760.00,9.12
44891.33333,48,11,2022,Display,1336.00,6.68
44891.33333,48,11,2022,Display,1268.00,6.34
44891.33333,48,11,2022,Display,1141.00,9.13
44891.33333,48,11,2022,Display,1661.00,8.31
44891.33333,48,11,2022,Display,775.00,9.30
44891.33333,48,11,2022,Display,1332.00,6.66
44891.33333,48,11,2022,Display,1243.00,6.22
44891.33333,48,11,2022,Display,1163.00,9.30
44891.33333,48,11,2022,Display,1651.00,8.26
44891.33333,48,11,2022,Display,718.00,8.62
44891.33333,48,11,2022,Display,1219.00,6.10
44891.33333,48,11,2022,Display,1313.00,6.57
44891.33333,48,11,2022,Display,1113.00,8.90
44891.33333,48,11,2022,Display,1621.00,8.11
44891.33333,48,11,2022,Display,761.00,9.13
44891.33333,48,11,2022,Display,2392.00,11.96
44891.33333,48,11,2022,Display,2441.00,12.21
44891.33333,48,11,2022,Display,3691.00,18.46
44891.33333,48,11,2022,Display,927.00,4.64
44891.33333,48,11,2022,Display,2413.00,12.07
44891.33333,48,11,2022,Display,819.00,9.83
44891.33333,48,11,2022,Display,781.00,9.37
44891.33333,48,11,2022,Display,1521.00,18.25
44891.33333,48,11,2022,Display,208.00,2.50
44891.33333,48,11,2022,Display,828.00,9.94
44891.33333,48,11,2022,Display,269.00,3.77
44891.33333,48,11,2022,Display,262.00,3.67
44891.33333,48,11,2022,Display,444.00,6.22
44891.33333,48,11,2022,Display,71.00,0.99
44891.33333,48,11,2022,Display,268.00,3.75
44891,48,11,2022,Display,256.00,6.40
44891,48,11,2022,Display,486.00,12.15
44891,48,11,2022,Display,258.00,6.45
44891,48,11,2022,Display,183.00,4.58
44890,48,11,2022,Display,263.00,3.68
44889,48,11,2022,Display,301.00,4.21
44888,48,11,2022,Display,288.00,4.04
44887,48,11,2022,Display,344.00,4.81
44886,48,11,2022,Display,347.00,4.86
44885,48,11,2022,Display,397.00,5.55
44884,47,11,2022,Display,333.00,4.66
44883,47,11,2022,Display,287.00,4.02
44882,47,11,2022,Display,378.00,5.29
44881,47,11,2022,Display,305.00,4.27
44880,47,11,2022,Display,371.00,5.19
44879,47,11,2022,Display,411.00,5.75
44878,47,11,2022,Display,377.00,5.28
44877,46,11,2022,Display,588.00,8.24
44876,46,11,2022,Display,131.00,1.84
44892,49,11,2022,Display,169.00,2.36
44891,48,11,2022,Display,165.00,2.31
44890,48,11,2022,Display,164.00,2.29
44889,48,11,2022,Display,170.00,2.38
44890.33333,48,11,2022,Display,1571.00,7.86
44890.33333,48,11,2022,Display,1613.00,8.07
44890.33333,48,11,2022,Display,1028.00,8.22
44890.33333,48,11,2022,Display,1706.00,8.53
44890.33333,48,11,2022,Display,536.00,6.43
44890.33333,48,11,2022,Display,1539.00,7.70
44890.33333,48,11,2022,Display,1615.00,8.08
44890.33333,48,11,2022,Display,999.00,7.99
44890.33333,48,11,2022,Display,1665.00,8.33
44890.33333,48,11,2022,Display,542.00,6.50
44890.33333,48,11,2022,Display,1633.00,8.17
44890.33333,48,11,2022,Display,1564.00,7.82
44890.33333,48,11,2022,Display,996.00,7.97
44890.33333,48,11,2022,Display,1666.00,8.33
44890.33333,48,11,2022,Display,584.00,7.01
44890.33333,48,11,2022,Display,1557.00,7.79
44890.33333,48,11,2022,Display,1548.00,7.74
44890.33333,48,11,2022,Display,985.00,7.88
44890.33333,48,11,2022,Display,1671.00,8.36
44890.33333,48,11,2022,Display,580.00,6.96
44890.33333,48,11,2022,Display,1556.00,7.78
44890.33333,48,11,2022,Display,1582.00,7.91
44890.33333,48,11,2022,Display,938.00,7.50
44890.33333,48,11,2022,Display,1627.00,8.14
44890.33333,48,11,2022,Display,588.00,7.06
44890.33333,48,11,2022,Display,2208.00,11.04
44890.33333,48,11,2022,Display,2117.00,10.59
44890.33333,48,11,2022,Display,3560.00,17.80
44890.33333,48,11,2022,Display,684.00,3.42
44890.33333,48,11,2022,Display,2131.00,10.66
44890.33333,48,11,2022,Display,1371.00,16.45
44890.33333,48,11,2022,Display,1288.00,15.46
44890.33333,48,11,2022,Display,2367.00,28.40
44890.33333,48,11,2022,Display,331.00,3.97
44890.33333,48,11,2022,Display,1369.00,16.43
44890.33333,48,11,2022,Display,305.00,4.27
44890.33333,48,11,2022,Display,304.00,4.26
44890.33333,48,11,2022,Display,546.00,7.64
44890.33333,48,11,2022,Display,84.00,1.18
44890.33333,48,11,2022,Display,274.00,3.84
44890,48,11,2022,Display,244.00,6.11
44890,48,11,2022,Display,442.00,11.05
44890,48,11,2022,Display,233.00,5.82
44890,48,11,2022,Display,225.00,5.62
44888,48,11,2022,Display,162.00,2.27
44887,48,11,2022,Display,177.00,2.48
44886,48,11,2022,Display,185.00,2.59
44885,48,11,2022,Display,170.00,2.38
44884,47,11,2022,Display,168.00,2.35
44883,47,11,2022,Display,163.00,2.28
44882,47,11,2022,Display,175.00,2.45
44881,47,11,2022,Display,176.00,2.46
44880,47,11,2022,Display,175.00,2.45
44879,47,11,2022,Display,178.00,2.49
44878,47,11,2022,Display,181.00,2.53
44877,46,11,2022,Display,316.00,4.42
44876,46,11,2022,Display,79.00,1.11
44892,49,11,2022,Display,228.00,3.19
44891,48,11,2022,Display,189.00,2.65
44890,48,11,2022,Display,231.00,3.24
44889,48,11,2022,Display,212.00,2.96
44888,48,11,2022,Display,201.00,2.81
44887,48,11,2022,Display,255.00,3.56
44889.33333,48,11,2022,Display,89.00,0.45
44889.33333,48,11,2022,Display,83.00,0.42
44889.33333,48,11,2022,Display,128.00,0.64
44889.33333,48,11,2022,Display,25.00,0.13
44889.33333,48,11,2022,Display,79.00,0.40
44889.33333,48,11,2022,Display,256.00,3.07
44889.33333,48,11,2022,Display,273.00,3.28
44889.33333,48,11,2022,Display,457.00,5.48
44889.33333,48,11,2022,Display,61.00,0.73
44889.33333,48,11,2022,Display,256.00,3.07
44889.33333,48,11,2022,Display,336.00,4.70
44889.33333,48,11,2022,Display,288.00,4.03
44889.33333,48,11,2022,Display,499.00,6.99
44889.33333,48,11,2022,Display,89.00,1.25
44889.33333,48,11,2022,Display,278.00,3.89
44889.33333,48,11,2022,Display,692.00,3.46
44889.33333,48,11,2022,Display,730.00,3.65
44889.33333,48,11,2022,Display,1034.00,8.27
44889.33333,48,11,2022,Display,1668.00,8.34
44889.33333,48,11,2022,Display,417.00,5.00
44889.33333,48,11,2022,Display,672.00,3.36
44889.33333,48,11,2022,Display,668.00,3.34
44889.33333,48,11,2022,Display,1021.00,8.17
44889.33333,48,11,2022,Display,1713.00,8.57
44889.33333,48,11,2022,Display,379.00,4.55
44889.33333,48,11,2022,Display,713.00,3.57
44889.33333,48,11,2022,Display,725.00,3.63
44889.33333,48,11,2022,Display,986.00,7.89
44889.33333,48,11,2022,Display,1733.00,8.67
44889.33333,48,11,2022,Display,357.00,4.28
44889.33333,48,11,2022,Display,685.00,3.43
44889.33333,48,11,2022,Display,762.00,3.81
44889.33333,48,11,2022,Display,948.00,7.58
44889.33333,48,11,2022,Display,1640.00,8.20
44889.33333,48,11,2022,Display,365.00,4.38
44889.33333,48,11,2022,Display,708.00,3.54
44889.33333,48,11,2022,Display,705.00,3.53
44889.33333,48,11,2022,Display,1014.00,8.11
44889.33333,48,11,2022,Display,1679.00,8.40
44889.33333,48,11,2022,Display,418.00,5.02
44889,48,11,2022,Display,263.00,6.58
44889,48,11,2022,Display,493.00,12.33
44889,48,11,2022,Display,268.00,6.71
44889,48,11,2022,Display,257.00,6.42
44886,48,11,2022,Display,226.00,3.16
44885,48,11,2022,Display,215.00,3.01
44884,47,11,2022,Display,216.00,3.02
44883,47,11,2022,Display,248.00,3.47
44882,47,11,2022,Display,235.00,3.29
44881,47,11,2022,Display,212.00,2.96
44880,47,11,2022,Display,217.00,3.04
44879,47,11,2022,Display,228.00,3.19
44878,47,11,2022,Display,241.00,3.38
44877,46,11,2022,Display,260.00,3.64
44876,46,11,2022,Display,265.00,3.71
44892,49,11,2022,Display,220.00,3.08
44891,48,11,2022,Display,180.00,2.52
44890,48,11,2022,Display,185.00,2.59
44889,48,11,2022,Display,200.00,2.80
44888,48,11,2022,Display,193.00,2.71
44887,48,11,2022,Display,214.00,3.00
44886,48,11,2022,Display,222.00,3.11
44885,48,11,2022,Display,241.00,3.38
44888.33333,48,11,2022,Display,740.00,3.70
44888.33333,48,11,2022,Display,773.00,3.87
44888.33333,48,11,2022,Display,1105.00,8.84
44888.33333,48,11,2022,Display,1604.00,8.02
44888.33333,48,11,2022,Display,851.00,10.21
44888.33333,48,11,2022,Display,721.00,3.61
44888.33333,48,11,2022,Display,795.00,3.98
44888.33333,48,11,2022,Display,1050.00,8.40
44888.33333,48,11,2022,Display,1650.00,8.25
44888.33333,48,11,2022,Display,861.00,10.33
44888.33333,48,11,2022,Display,798.00,3.99
44888.33333,48,11,2022,Display,788.00,3.94
44888.33333,48,11,2022,Display,1031.00,8.25
44888.33333,48,11,2022,Display,1595.00,7.98
44888.33333,48,11,2022,Display,866.00,10.39
44888.33333,48,11,2022,Display,732.00,3.66
44888.33333,48,11,2022,Display,728.00,3.64
44888.33333,48,11,2022,Display,1120.00,8.96
44888.33333,48,11,2022,Display,1693.00,8.47
44888.33333,48,11,2022,Display,892.00,10.70
44888.33333,48,11,2022,Display,797.00,3.99
44888.33333,48,11,2022,Display,778.00,3.89
44888.33333,48,11,2022,Display,1019.00,8.15
44888.33333,48,11,2022,Display,1695.00,8.48
44888.33333,48,11,2022,Display,955.00,11.46
44888.33333,48,11,2022,Display,455.00,2.28
44888.33333,48,11,2022,Display,401.00,2.01
44888.33333,48,11,2022,Display,734.00,3.67
44888.33333,48,11,2022,Display,119.00,0.60
44888.33333,48,11,2022,Display,460.00,2.30
44888.33333,48,11,2022,Display,412.00,4.94
44888.33333,48,11,2022,Display,450.00,5.40
44888.33333,48,11,2022,Display,737.00,8.84
44888.33333,48,11,2022,Display,110.00,1.32
44888.33333,48,11,2022,Display,426.00,5.11
44888.33333,48,11,2022,Display,110.00,1.54
44888.33333,48,11,2022,Display,119.00,1.67
44888.33333,48,11,2022,Display,184.00,2.58
44888.33333,48,11,2022,Display,23.00,0.32
44888.33333,48,11,2022,Display,97.00,1.36
44888,48,11,2022,Display,249.00,6.22
44888,48,11,2022,Display,475.00,11.87
44888,48,11,2022,Display,253.00,6.33
44888,48,11,2022,Display,246.00,6.15
44884,47,11,2022,Display,298.00,4.18
44883,47,11,2022,Display,205.00,2.87
44882,47,11,2022,Display,358.00,5.01
44881,47,11,2022,Display,245.00,3.44
44880,47,11,2022,Display,362.00,5.07
44879,47,11,2022,Display,232.00,3.25
44878,47,11,2022,Display,225.00,3.15
44877,46,11,2022,Display,252.00,3.53
44876,46,11,2022,Display,362.00,5.07
44892,49,11,2022,Display,1175.00,25.85
44891,48,11,2022,Display,1115.00,24.53
44890,48,11,2022,Display,1179.00,25.94
44889,48,11,2022,Display,1190.00,26.18
44888,48,11,2022,Display,791.00,17.40
44887,48,11,2022,Display,772.00,16.99
44886,48,11,2022,Display,1134.00,24.95
44885,48,11,2022,Display,1011.00,22.25
44884,47,11,2022,Display,818.00,18.00
44883,47,11,2022,Display,842.00,18.53
44887.33333,48,11,2022,Display,818.00,4.09
44887.33333,48,11,2022,Display,835.00,4.18
44887.33333,48,11,2022,Display,1065.00,8.52
44887.33333,48,11,2022,Display,1704.00,8.52
44887.33333,48,11,2022,Display,1086.00,13.03
44887.33333,48,11,2022,Display,866.00,4.33
44887.33333,48,11,2022,Display,783.00,3.92
44887.33333,48,11,2022,Display,1112.00,8.90
44887.33333,48,11,2022,Display,1640.00,8.20
44887.33333,48,11,2022,Display,1085.00,13.02
44887.33333,48,11,2022,Display,867.00,4.34
44887.33333,48,11,2022,Display,896.00,4.48
44887.33333,48,11,2022,Display,1128.00,9.02
44887.33333,48,11,2022,Display,1684.00,8.42
44887.33333,48,11,2022,Display,1069.00,12.83
44887.33333,48,11,2022,Display,833.00,4.17
44887.33333,48,11,2022,Display,838.00,4.19
44887.33333,48,11,2022,Display,1141.00,9.13
44887.33333,48,11,2022,Display,1680.00,8.40
44887.33333,48,11,2022,Display,1043.00,12.52
44887.33333,48,11,2022,Display,829.00,4.15
44887.33333,48,11,2022,Display,888.00,4.44
44887.33333,48,11,2022,Display,1090.00,8.72
44887.33333,48,11,2022,Display,1696.00,8.48
44887.33333,48,11,2022,Display,1033.00,12.40
44887.33333,48,11,2022,Display,2879.00,14.40
44887.33333,48,11,2022,Display,2865.00,14.33
44887.33333,48,11,2022,Display,4629.00,23.15
44887.33333,48,11,2022,Display,908.00,4.54
44887.33333,48,11,2022,Display,2840.00,14.20
44887.33333,48,11,2022,Display,870.00,10.44
44887.33333,48,11,2022,Display,863.00,10.36
44887.33333,48,11,2022,Display,1447.00,17.36
44887.33333,48,11,2022,Display,215.00,2.58
44887.33333,48,11,2022,Display,863.00,10.36
44887.33333,48,11,2022,Display,199.00,2.79
44887.33333,48,11,2022,Display,198.00,2.77
44887.33333,48,11,2022,Display,331.00,4.63
44887.33333,48,11,2022,Display,59.00,0.83
44887.33333,48,11,2022,Display,171.00,2.39
44887,48,11,2022,Display,268.00,6.71
44887,48,11,2022,Display,508.00,12.69
44887,48,11,2022,Display,277.00,6.93
44887,48,11,2022,Display,265.00,6.62
44882,47,11,2022,Display,816.00,17.95
44881,47,11,2022,Display,9912.00,218.06
44880,47,11,2022,Display,19624.00,431.73
44879,47,11,2022,Display,1189.00,26.15
44875,46,11,2022,Display,317.00,6.98
44892,49,11,2022,Display,2112.00,46.46
44891,48,11,2022,Display,2131.00,46.88
44890,48,11,2022,Display,2055.00,45.21
44889,48,11,2022,Display,2133.00,46.93
44888,48,11,2022,Display,2003.00,44.07
44887,48,11,2022,Display,1967.00,43.27
44886,48,11,2022,Display,2438.00,53.64
44885,48,11,2022,Display,1697.00,37.33
44884,47,11,2022,Display,1163.00,25.59
44883,47,11,2022,Display,3848.00,84.66
44882,47,11,2022,Display,31259.00,687.69
44881,47,11,2022,Display,10275.00,226.05
44880,47,11,2022,Display,7141.00,157.11
44879,47,11,2022,Display,2542.00,55.93
44886.33333,48,11,2022,Display,826.00,4.13
44886.33333,48,11,2022,Display,829.00,4.15
44886.33333,48,11,2022,Display,994.00,7.95
44886.33333,48,11,2022,Display,1708.00,8.54
44886.33333,48,11,2022,Display,956.00,11.47
44886.33333,48,11,2022,Display,849.00,4.25
44886.33333,48,11,2022,Display,792.00,3.96
44886.33333,48,11,2022,Display,969.00,7.75
